item_id,a,b,c
0,1.0,-3.0,0.0
1,1.0,-2.8378378378378377,0.0
2,1.0,-2.6756756756756754,0.0
3,1.0,-2.5135135135135136,0.0
4,1.0,-2.3513513513513513,0.0
5,1.0,-2.189189189189189,0.0
6,1.0,-2.027027027027027,0.0
7,1.0,-1.864864864864865,0.0
8,1.0,-1.7027027027027026,0.0
9,1.0,-1.5405405405405403,0.0
10,1.0,-1.3783783783783783,0.0
11,1.0,-1.2162162162162162,0.0
12,1.0,-1.054054054054054,0.0
13,1.0,-0.8918918918918917,0.0
14,1.0,-0.7297297297297298,0.0
15,1.0,-0.5675675675675675,0.0
16,1.0,-0.40540540540540526,0.0
17,1.0,-0.24324324324324298,0.0
18,1.0,-0.0810810810810807,0.0
19,1.0,0.08108108108108114,0.0
20,1.0,0.24324324324324342,0.0
21,1.0,0.4054054054054057,0.0
22,1.0,0.5675675675675675,0.0
23,1.0,0.7297297297297298,0.0
24,1.0,0.8918918918918921,0.0
25,1.0,1.0540540540540544,0.0
26,1.0,1.2162162162162167,0.0
27,1.0,1.378378378378379,0.0
28,1.0,1.5405405405405403,0.0
29,1.0,1.7027027027027026,0.0
30,1.0,1.864864864864865,0.0
31,1.0,2.027027027027027,0.0
32,1.0,2.1891891891891895,0.0
33,1.0,2.3513513513513518,0.0
34,1.0,2.513513513513514,0.0
35,1.0,2.6756756756756763,0.0
36,1.0,2.8378378378378386,0.0
37,1.0,3.0,0.0
