"item_id","a","b","c"
"2",1.80882806407417,-2.97797170120714,0
"3",2.38627402503536,-3.03413981668968,0
"4",1.74123884951559,-2.67089138739742,0
"5",1.85765218897047,-1.98695562912975,0
"6",2.07769796162005,-1.29669573316185,0
"7",2.78684665816984,-1.10745051245401,0
"8",2.9198049048916,-0.84667469147959,0
"9",3.17423656824303,-0.769538738426921,0
"10",3.57002723096605,-0.536967780880682,0
"11",3.36610512067992,0.0693229191021626,0
"12",3.54341015661233,0.451717438548835,0
"13",3.20647620166723,0.506042000710324,0
"14",3.74351918567519,0.650594436162838,0
"15",5.2757573584585,0.602594962487805,0
"16",6.97073610352999,0.535316089503785,0
"17",4.41237431433155,0.934092375258996,0
"18",5.16611985321292,1.01889509769434,0
"19",5.63991135071674,1.19860321695341,0
"20",5.10262464308419,1.47616797457525,0
"21",5.69681191188262,1.6666303409403,0
"22",10.8526752578751,1.39948512418917,0
"23",10.0766368444699,1.55580675023637,0
"24",10.7957807218435,1.60728034580026,0
"25",11.6643139747223,1.76297554210609,0
"26",15.1189464505209,1.78177596366338,0
"27",9.31242990103528,2.03374342596424,0
"28",11.1459462638737,1.91607263952863,0
