"item_id","a","b","c"
"item_id 4",22.2434739075654,-3.03394838332402,0.000419589366189085
"item_id 5",24.0834422970214,-2.6784516412116,5.64570445208296e-06
"item_id 6",22.7419140637087,-2.21479794598701,1.86862034490561e-06
"item_id 7",21.8367426993208,-1.66213262208311,5.09841158500431e-07
"item_id 8",19.1270749318376,-1.07826073584394,1.43954794252975e-07
"item_id 9",42.206123362835,-0.563303845507197,4.89160061308286e-08
"item_id 10",49.4899971366452,-0.203351933673649,2.32977477877592e-08
"item_id 11",68.4208271122731,0.0218784762976903,1.6498741864811e-08
"item_id 12",89.5407435761172,0.20042501654495,1.29165299389885e-08
"item_id 13",96.0312037951742,0.31169940952,1.18898132025951e-08
"item_id 14",65.3092714139239,0.414252427531294,1.11480501602234e-08
"item_id 15",17.9538984373231,0.569054177667752,1.06368843088903e-08
"item_id 16",21.919862695878,0.735587213812372,1.00109476577272e-08
"item_id 17",21.2070013314787,0.828342435466839,9.58468719363699e-09
"item_id 18",101.702600657642,0.90478045600842,9.15210890143338e-09
"item_id 19",60.8491837158179,0.99757205290886,9.01033178681526e-09
"item_id 20",59.1996472111688,1.04272683781209,9.00983204786726e-09
"item_id 21",15.22179865422,1.26801786694516,9.48956986437814e-09
"item_id 22",55.164441097782,1.40414490132764,8.47254603331548e-09
"item_id 23",87.3041111973819,1.49818907668778,8.35329692856545e-09
"item_id 24",51.078362654441,1.60738387873107,8.27617330579084e-09
"item_id 25",54.6751568817981,1.77798691389286,8.16260813407758e-09
"item_id 26",51.7376348526523,1.80907977968242,8.13398274101525e-09
"item_id 27",84.5485731383354,1.8978168743837,8.07289818472298e-09
"item_id 28",84.5485731383169,1.89781687438369,8.07289818472298e-09
"item_id 29",48.0897777699931,2.00611597690648,8.07280172436456e-09
"item_id 30",65.6611298795606,2.11806093405999,8.02894392149872e-09
"item_id 31",40.3377677581693,2.38524632804881,7.99176288676976e-09
"item_id 32",75.6836763086963,2.49637754210568,7.9018929853814e-09
"item_id 33",75.6836763086955,2.49637754210568,7.9018929853814e-09
"item_id 34",50.1186472213792,2.62762949695391,7.90126230098371e-09
"item_id 35",72.3610001125045,2.69818363443062,7.86913237565656e-09
"item_id 36",47.3456089409664,2.83396336967063,7.84575344913864e-09
"item_id 37",73.8676434641631,2.90427171541114,7.78067889528742e-09
"item_id 38",73.8676434641927,2.90427171541113,7.78067889528742e-09
"item_id 39",45.6983130382737,2.98483898679157,7.78059068845096e-09
"item_id 40",42.5537625692527,3.01621645889048,7.78052046034943e-09
"item_id 41",61.0029398883947,3.09913876412347,7.76714026474115e-09
"item_id 42",39.3268109610754,3.19996706663711,7.74797893073859e-09
"item_id 43",39.3268131596235,3.19996706662369,7.74797893675332e-09
"item_id 44",60.4366722797499,3.30527652711736,7.72685338113941e-09
"item_id 45",60.4366722798215,3.30527652711735,7.7268533811396e-09
"item_id 46",60.4366722797815,3.30527652711736,7.7268533811396e-09
"item_id 47",60.4366722797917,3.30527652711736,7.72685338113985e-09
"item_id 48",60.4366722798386,3.30527652711735,7.7268533811396e-09
"item_id 49",60.4366722797833,3.30527652711735,7.72685338113985e-09
"item_id 50",57.6862800582924,3.49662660219321,7.7167625060014e-09
"item_id 51",57.6862800582966,3.49662660219321,7.7167625060014e-09
"item_id 52",28.5892285258531,3.63291909415096,7.71615612209563e-09
"item_id 53",49.9767818244629,3.89462410008514,7.6949063197378e-09
"item_id 54",49.9767818244622,3.89462410008514,7.6949063197378e-09
"item_id 55",49.976781824462,3.89462410008514,7.6949063197378e-09
"item_id 56",49.9767818244596,3.89462410008514,7.6949063197378e-09
"item_id 57",49.9767818244587,3.89462410008514,7.6949063197378e-09
"item_id 58",49.9767818244598,3.89462410008514,7.6949063197378e-09
"item_id 59",49.9767818244622,3.89462410008514,7.6949063197378e-09
"item_id 60",49.9767818244596,3.89462410008514,7.6949063197378e-09
"item_id 61",49.9767818244585,3.89462410008514,7.6949063197378e-09
"item_id 62",52.7568249715075,4.09956101465836,7.68438368627753e-09
"item_id 63",52.7568249715927,4.09956101465825,7.68438368627753e-09
"item_id 64",52.7568249716089,4.09956101465823,7.68438368627753e-09
"item_id 65",52.7568249715494,4.09956101465831,7.68438368627753e-09
"item_id 66",52.7568249716087,4.09956101465824,7.68438368627753e-09
"item_id 67",52.7568249716073,4.09956101465824,7.68438368627753e-09
"item_id 68",46.4969943554139,4.29798382937521,7.67376343112915e-09
"item_id 69",46.4969943554095,4.29798382937522,7.6737634311294e-09
"item_id 70",46.4969943554093,4.29798382937522,7.6737634311294e-09
"item_id 71",46.4969943554145,4.29798382937522,7.6737634311294e-09
"item_id 72",46.4969943554127,4.29798382937522,7.6737634311294e-09
"item_id 73",46.4969943554131,4.29798382937522,7.6737634311294e-09
"item_id 74",46.4969943554108,4.29798382937522,7.6737634311294e-09
"item_id 75",46.4969943554095,4.29798382937522,7.67376343112915e-09
"item_id 76",46.4969943554093,4.29798382937522,7.6737634311294e-09
"item_id 77",46.4969943554154,4.29798382937521,7.6737634311294e-09
"item_id 78",46.4969943554145,4.29798382937522,7.6737634311294e-09
"item_id 79",46.4969943554138,4.29798382937522,7.6737634311294e-09
"item_id 80",46.4969943554138,4.29798382937522,7.6737634311294e-09
