"item_id","a","b","c"
"2",2.17576706868848,-2.77617434694263,0
"3",3.03606690322997,-2.78611422373899,0
"4",1.8262972831765,-2.38145314370608,0
"5",1.98101849513672,-1.77090286846595,0
"6",2.19872675018231,-1.17211566715444,0
"7",2.74330775888735,-1.00107700178193,0
"8",2.70495974056209,-0.733458107021061,0
"9",3.32640027891758,-0.597571784621058,0
"10",3.46323578998334,-0.448208719165682,0
"11",3.35117266395975,0.138409058094032,0
"12",3.45831362354752,0.535663048920749,0
"13",3.17168373009754,0.6032764275436,0
"14",4.59406563055889,0.738153656517581,0
"15",5.30243015185254,0.676566765456543,0
"16",6.87031743079769,0.626128325416351,0
"17",5.07814507844893,0.966845784945475,0
"18",6.73366113511752,1.07805351783484,0
"19",5.45177855856192,1.30274166189333,0
"20",5.1611136219441,1.61603588573158,0
"21",5.65040309006993,1.74577829545432,0
"22",25.0559386890708,1.43018257079957,0
"23",12.2871680857196,1.64019783050376,0
"24",22.5267564062983,1.73941411595524,0
"25",9.55065847205321,1.93926083692307,0
"26",12.1328966593024,1.89531584476484,0
