"item_id","a","b","c"
"4",19.6137448774507,-2.73607681947011,0.000625168572464337
"5",15.5768441564273,-2.29168555772602,8.13665091043316e-06
"6",33.1085898237878,-1.40707989791292,2.43299455980904e-06
"7",34.2733562084462,-1.14682745073694,3.25893474546368e-07
"8",16.175567142074,-0.454109878496384,2.0309024467436e-07
"9",19.7407130389266,0.110103227904627,8.01679282252137e-08
"10",37.2210877756183,0.568455781329696,4.77549849360256e-08
"11",53.4286367704379,0.795375684306664,3.61914917159314e-08
"12",89.6160539839744,0.90395623490848,3.23806921816853e-08
"13",56.6109473273442,1.00426807067778,3.13301120513923e-08
"14",89.1552790502648,1.09427147808217,3.08407931332239e-08
"15",53.4538235688342,1.19019763401635,2.98417638959779e-08
