"item_id","a","b","c"
"L1",1.46088140434633,-3.22888576793858,0.000104349096506004
"L2",1.35625417133468,-4.00792968097787,0.000193598663123381
"L3",1.73767788352512,-3.26539813285395,8.80192363654716e-05
"L4",1.8947123603211,-2.45991538580648,3.47402000088944e-05
"L5",2.04589500239944,-2.09565424716161,2.25413493532598e-05
"L6",1.60850846523428,-0.98021327975608,9.66505828359531e-06
"L7",1.60576127462848,0.467679048257696,2.28702494072443e-06
"L8",2.44832798822584,0.440504384665548,1.48894685458827e-06
"L9",3.32233841034486,0.772403046201397,7.17710189517908e-07
"L10",4.71631783757402,1.0389308135944,5.1863123500165e-07
"L11",5.21979320304787,1.33733889585588,4.04547656354683e-07
"L12",9.54790258287682,1.33951405425524,3.51862502007735e-07
"L13",9.21702858839267,1.51239368052192,3.14907605902517e-07
"L14",13.1072043246531,1.5540147871076,3.07550338721247e-07
"L15",10.8651357680282,1.60476022088636,2.88559559362094e-07
"L16",20.2409185482811,1.58550751228286,2.85155607871056e-07
"L17",14.971211149472,1.66847095968647,2.86504128831965e-07
"L18",25.2612353143383,1.68715586984664,2.84088549476289e-07
"L19",45.4266436069512,1.74792436704156,2.76914339717199e-07
"L20",44.7879333039041,1.7540969127016,2.75567376925465e-07
"L21",39.594667484053,1.77253661214924,2.75484696378768e-07
