"item_id","a","b","c"
"1",9.597375238818,-3.17595456046388,0
"2",1.92650296202344,-2.89118925042655,0
"3",3.20069565732876,-2.58744071188967,0
"4",2.12853444639964,-2.34988651061328,0
"5",2.26020467516071,-1.73115720165094,0
"6",2.48704537629182,-1.13822453777065,0
"7",3.51883529784809,-0.951586664599462,0
"8",3.5575295795162,-0.712223413456277,0
"9",4.3973596583385,-0.527469761551175,0
"10",5.9711980096943,-0.1476424075555,0
"11",4.74062674250127,0.216183168137518,0
"12",4.43736058103407,0.518483936320555,0
"13",4.21031334402512,0.619503132254727,0
"14",4.44024226330065,0.722765207327939,0
"15",6.31021781393483,0.716673560470606,0
"16",9.67465756828478,0.772828593347234,0
"17",6.06256534087898,1.1031282720823,0
"18",6.79387625270967,1.22165221266738,0
"19",9.00060372448691,1.39112481208927,0
"20",6.51044543435111,1.59986335086924,0
"21",6.19199774985449,1.78870364573571,0
"22",11.2195565847245,1.60046073987255,0
"23",12.1199945717396,1.74687165597741,0
"24",14.7820206451633,1.8014980196648,0
"25",12.1921469848723,1.97359682042315,0
"26",9.7216462664606,2.02855040492242,0
"27",7.11269153406581,2.38309760427611,0
