"item_id","a","b","c"
"1",0.3563344984772,-11.6556411811629,0
"2",-0.175151142732012,26.5109976224294,0
"3",0.606543046724802,-6.8454614733713,0
"4",0.503971789670569,-4.96780384742613,0
"5",1.54927536429343,-1.94235288286671,0
"6",0.949385948795689,-0.974969449651283,0
"7",2.21858178460959,-0.459213887183709,0
"8",2.39808919568665,0.374169765747209,0
"9",4.12162404748346,0.806133576098169,0
"10",7.09479522912388,0.959598536073449,0
"11",12.684234447222,1.01388945719039,0
"12",28.292952689752,1.10058027691704,0
"13",35.8303315412952,1.15533136941072,0
"14",32.6612418245465,1.18098125878087,0
"15",3.22465897668205,4.02658575690213,0
